author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
10,https://www.facebook.com/bbcnews,Afghanistan: Taliban fire warning shots at protest in Kabul,Unrest grows as more Afghans demand women's rights and chant anti-Taliban and anti-Pakistan slogans.,https://www.bbc.co.uk/news/world-asia-58472978,https://ichef.bbci.co.uk/news/1024/branded_news/7B67/production/_120419513_protestersbbc.jpg,2021-09-07T09:06:50Z,"image captionProtesters have taken to the streets to demand women's rights and denounce Taliban rule
The Taliban have fired shots to disperse the crowd at a large protest in the Afghan capital, Kabu… [+2223 chars]",bbc-news,BBC News
11,"Text by Gladys Tsai, CNN; Video by John Mees, CNN",How Taiwan's last 'fire fishing' boat is keeping tradition alive,"As night falls, a group of fishermen set sail off the coast of northern Taiwan, where they prepare to catch sardines with a traditional method: fire.",https://www.cnn.com/travel/article/fire-fishing-taiwan-cmb-intl-hnk/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210916220713-03-taiwan-fire-fishing-tradition-super-tease.jpg,2021-09-21T01:17:58Z,"Text by Gladys Tsai, CNN; Video by John Mees, CNNPublished 21st September 2021
Jinshan, New Taipei (CNN) As night falls, a group of fishermen set sail off the coast of northern Taiwan, where they pr… [+5886 chars]",cnn,CNN
12,,Milan fire: Flames engulf modern 20-storey block of flats,The tower is only 10 years old and questions are being asked about how the fire spread so dramatically.,https://www.bbc.co.uk/news/av/world-europe-58385014,https://ichef.bbci.co.uk/news/1024/branded_news/169B0/production/_120329529_p09tl0l9.jpg,2021-08-30T11:11:55Z,"A 20-storey block of flats in Milan was engulfed in flames on Sunday.
The apartment block is only 10 years old, and Milan Mayor Beppe Sala said it was unacceptable that such a modern building should… [+87 chars]",bbc-news,BBC News
13,Dharna Noor,"The Caldor Fire Is on South Lake Tahoe's Doorstep as 50,000 Evacuate","The Caldor Fire has gone from bad to worse. The flames have raced into the Lake Tahoe Basin, forcing more than 50,000 residents under mandatory evacuation orders in both California and Nevada to flee. Read more...",https://gizmodo.com/caldor-fire-on-south-lake-tahoes-doorstep-as-50-000-eva-1847589881,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c1bc99b0073e5c5c705f342d73299716.jpg",2021-08-31T14:35:00Z,"The Caldor Fire has gone from bad to worse. The flames have raced into the Lake Tahoe Basin, forcing more than 50,000 residents under mandatory evacuation orders in both California and Nevada to flee… [+3016 chars]",,Gizmodo.com
14,Neil Vigdor and Alyssa Lukpat,4 Found Fatally Shot After Man Opens Fire on Deputies in Florida,"The gunman killed a man, two women and an infant who were found in two homes near Lakeland, Fla., the authorities said. A girl, 11, also was wounded.",https://www.nytimes.com/2021/09/05/us/shooting-lakeland-florida.html,https://static01.nyt.com/images/2021/09/05/multimedia/05XP-Lakeland-02/merlin_194254932_7db13d4e-85b5-4b55-91d5-35f3732760fa-facebookJumbo.jpg,2021-09-05T19:11:18Z,"He said the first indication that something was amiss came around 7:30 p.m. on Saturday, when a woman called the authorities to say that a suspicious man was sitting in a parked vehicle in the neighb… [+1099 chars]",,New York Times
15,"Thomas Fuller, Livia Albeck-Ripka and Max Whittaker","To Save Lake Tahoe, They Spared No Expense. The Fire Came Over the Ridge Anyway.",Experts believe the challenge is a cautionary tale for future megafires in the West and lays bare a certain futility in trying to fully control the most aggressive wildfires.,https://www.nytimes.com/2021/08/31/us/lake-tahoe-nevada-fire.html,https://static01.nyt.com/images/2021/08/31/us/31tahoe/31tahoe-facebookJumbo.jpg,2021-08-31T16:32:56Z,"Controlled burns that embrace Indigenous methods to use good fire to fight destructive megafires has become an increasingly accepted method in recent years, but experts say that the state has a lot o… [+1449 chars]",,New York Times
16,Brian Kahn,Surreal Photos Show the Fierce Battle Against Caldor Fire at a Tahoe Ski Resort,"The Caldor Fire forced the evacuation of basically the entirety of South Lake Tahoe, a resort community of 22,000, on Monday. Firefighters are waging an all-out battle to keep the fire from reaching the town and wreaking havoc in the Lake Tahoe Basin.Read mor…",https://gizmodo.com/surreal-photos-show-the-fierce-battle-against-caldor-fi-1847586021,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/4c1fd951705fe945b492fdab15f119ca.jpg",2021-08-30T20:10:00Z,"Evacuating thousands of people is no small task, particularly with one major road going east and out of harms way. Sheriffs went door-to-door to give the orders for residents and tourists to leave. B… [+561 chars]",,Gizmodo.com
17,Thomas Fuller and Max Whittaker,Lake Tahoe Photos: Scenes From a Night on the Fire Lines,"Well after dark, our reporter and photographer followed the Caldor fire as it engulfed pine trees with a crackling sound that crescendoed into a roar.",https://www.nytimes.com/2021/09/01/us/lake-tahoe-caldor-fire-photos.html,https://static01.nyt.com/images/2021/09/01/us/01tahoe-photos/01tahoe-photos-facebookJumbo-v2.jpg,2021-09-01T15:14:58Z,"Closer to the lake the fire was more sedate in the early hours of Wednesday, burning more gently than it had the night before, when it forced its way into the basin.
The fire has a ways to travel be… [+1074 chars]",,New York Times
18,Neil Vigdor,Mandatory Evacuations Ordered Near Lake Tahoe as the Caldor Fire Intensifies,"The fire had spread to more than 177,000 acres and was 14 percent contained, according to Cal Fire.",https://www.nytimes.com/2021/08/30/us/caldor-fire-evauation-order-california.html,https://static01.nyt.com/images/2021/08/30/us/30-xp-caldor-fire-2/merlin_193917447_fe699184-c874-41cc-a4cf-5be3f6ec64c0-facebookJumbo.jpg,2021-08-30T21:52:55Z,"The mandatory evacuation zone extended from Tahoma, Calif., on the western shore of the lake, to the Nevada border and included the busy resort community of South Lake Tahoe, Calif.
The lake, which … [+1238 chars]",,New York Times
19,"Sarah Moon and Stella Chan, CNN","PG&E charged with manslaughter over 2020 Zogg Fire, which killed 4 people","Criminal charges, including four counts of involuntary manslaughter, have been filed against California utility Pacific Gas and Electric (PG&E) over last year's deadly Zogg Fire, which killed four people and destroyed hundreds of buildings, a Shasta County pr…",https://www.cnn.com/2021/09/24/us/california-pge-zogg-fire-criminal-charges/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210924155220-zogg-fire-2020-super-tease.jpg,2021-09-24T22:21:04Z,"(CNN)Criminal charges, including four counts of involuntary manslaughter, have been filed against California utility Pacific Gas and Electric (PG&amp;E) over last year's deadly Zogg Fire, which kille… [+3581 chars]",cnn,CNN
